职位名,链接,公司,工作地点,薪资,经验,学历
高级DBA工程师,http://jobs.51job.com/shanghai-xhq/66740926.html?s=01&t=0,上海麦子资产管理有限公司,上海-徐汇区,1.5-2万/月,5-7年经验,本科
高级嵌入式软件 自动测试系统架构师,http://jobs.51job.com/dalian/92023801.html?s=01&t=0,大连科易管理咨询有限公司,大连,15-22万/年,,
Web全栈工程师,http://jobs.51job.com/suzhou/89086421.html?s=01&t=0,福氏工程管理（苏州）有限公司,苏州,0.8-1万/月,1年经验,本科
软件测试/开发实习生（仅面向在校生）,http://jobs.51job.com/jinan-gxq/88753446.html?s=01&t=0,济南概伦电子科技有限公司,济南-高新区,2-3千/月,,本科
运维工程师,http://jobs.51job.com/guangzhou/68432787.html?s=01&t=0,广州市康诚信息科技有限公司,广州,6-8千/月,3-4年经验,大专
自动测试系统开发工程师,http://jobs.51job.com/chengdu-gxq/86749987.html?s=01&t=0,成都奥特为通讯有限公司,成都-高新区,1-1.5万/月,1年经验,本科
资深数据分析师,http://jobs.51job.com/shanghai-ptq/91244352.html?s=01&t=0,拉扎斯网络科技（上海）有限公司,上海-普陀区,1.6-2.6万/月,3-4年经验,本科
IT系统工程师,http://jobs.51job.com/shenzhen/92017176.html?s=01&t=0,深圳市优克联新技术有限公司,深圳,15-20万/年,,本科
高级Java开发工程师（政务领域）,http://jobs.51job.com/guangzhou/84566091.html?s=01&t=0,广州中国科学院软件应用技术研究所,广州,1-1.5万/月,,本科
运维工程师,http://jobs.51job.com/guangzhou-yxq/89189273.html?s=01&t=0,广州民间金融街管理有限公司,广州-越秀区,0.7-1.2万/月,3-4年经验,大专
测试教研,http://jobs.51job.com/shanghai-hpq/75816122.html?s=01&t=0,上海博为峰软件技术股份有限公司,上海-黄浦区,,3-4年经验,本科
测试工程师,http://career.dell.51job.com/jobinfo.php?jobid=92021890,戴尔（中国）有限公司,成都,,,
高级生物信息分析工程师（癌症方向）,http://jobs.51job.com/tianjin-dlq/86421050.html?s=01&t=0,天津市湖滨盘古基因科学发展有限公司,天津-东丽区,4.5-6千/月,,硕士
网络管理员/IT管理员,http://jobs.51job.com/shanghai-pdxq/91860735.html?s=01&t=0,中旗国金控股有限公司,上海-浦东新区,5.5-6.5千/月,1年经验,大专
大气模式工程师,http://jobs.51job.com/suzhou-gyyq/90775943.html?s=01&t=0,江苏中美环境监测股份有限公司,苏州-工业园区,6-8千/月,,本科
Golang开发工程师,http://jobs.51job.com/shanghai/83982564.html?s=01&t=0,上海瑞酷数码科技有限公司,上海,1.5-2.5万/月,,大专
三维建模师,http://jobs.51job.com/hangzhou-bjq/92021717.html?s=01&t=0,杭州华尼动漫有限公司,杭州-滨江区,0.9-1.2万/月,2年经验,
Docker架构师,http://jobs.51job.com/guangzhou-yxq/91375384.html?s=01&t=0,广州亿阳信息技术有限公司,广州-越秀区,30-50万/年,5-7年经验,本科
大数据开发工程师,http://jobs.51job.com/chengdu/92022021.html?s=01&t=0,成都视达科信息技术有限公司,成都,1-1.5万/月,3-4年经验,本科
IT信息专员,http://jobs.51job.com/chongqing-naq/92021999.html?s=01&t=0,泽科集团有限公司,重庆-南岸区,4.5-6千/月,2年经验,大专
风控总监,http://jobs.51job.com/guangzhou/79250467.html?s=01&t=0,广州市触通软件科技股份有限公司,广州,2-4万/月,5-7年经验,本科
C++软件工程师,http://jobs.51job.com/beijing-cyq/91908173.html?s=01&t=0,北京华泰德丰技术有限公司,北京-朝阳区,1.3-1.7万/月,3-4年经验,本科
高级数据分析师,http://jobs.51job.com/shenzhen-nsq/88865911.html?s=01&t=0,爱问医联科技（深圳）有限公司,深圳-南山区,1.8-3万/月,5-7年经验,
运维工程师,http://jobs.51job.com/guangzhou/80590537.html?s=01&t=0,广州星唯信息科技有限公司,广州,4.5-6千/月,1年经验,本科
大数据分析与开发工程师,http://jobs.51job.com/beijing-hdq/92021117.html?s=01&t=0,北京华电天仁电力控制技术有限公司,北京-海淀区,,3-4年经验,本科
linux运维工程师,http://jobs.51job.com/shanghai/92021197.html?s=01&t=0,上海翼勋互联网金融信息服务有限公司,上海,1-1.5万/月,3-4年经验,本科
测试工程师,http://jobs.51job.com/shanghai/91756815.html?s=01&t=0,上海海同信息科技有限公司,上海,1-1.5万/月,3-4年经验,大专
Java 开发工程师,http://jobs.51job.com/wuhan/72108753.html?s=01&t=0,武汉余物宝网络技术有限公司,武汉,1.2-1.8万/月,5-7年经验,本科
Hadoop大数据集群开发维护,http://jobs.51job.com/beijing/91991989.html?s=01&t=0,北京森艾电子技术有限公司,北京,8-16万/年,2年经验,大专
前端开发工程师/程序员/实习生,http://jobs.51job.com/beijing-hdq/91991584.html?s=01&t=0,北京优才众创管理咨询合伙企业（有限合伙）,北京-海淀区,3-5千/月,无工作经验,
WEB前端+可实习,http://jobs.51job.com/wuhan-hsq/90680777.html?s=01&t=0,武汉海文赢通信息技术有限公司,武汉-洪山区,4.5-6千/月,,大专
软件测试工程师,http://jobs.51job.com/chongqing-jbq/87994242.html?s=01&t=0,成都凡云科技有限公司,重庆-江北区,4.5-6千/月,,大专
高级运维工程师,http://jobs.51job.com/shanghai-xhq/84969915.html?s=01&t=0,游客榜网络科技有限公司,上海-徐汇区,1.2-1.8万/月,3-4年经验,
大数据项目经理,http://jobs.51job.com/shijiazhuang/91795632.html?s=01&t=0,北京卓信智恒数据科技股份有限公司,石家庄,0.8-1.5万/月,3-4年经验,本科
大数据项目经理,http://jobs.51job.com/shijiazhuang/91649976.html?s=01&t=0,北京卓信智恒数据科技股份有限公司,石家庄,0.8-1.5万/月,3-4年经验,本科
运维工程师,http://jobs.51job.com/shenzhen-nsq/90459882.html?s=01&t=0,广东奥尊金融设备有限公司,深圳-南山区,0.7-1.4万/月,1年经验,大专
高级手游服务器工程师,http://jobs.51job.com/shenzhen-nsq/91991159.html?s=01&t=0,深圳市万神殿网络游戏有限公司,深圳-南山区,1.2-2万/月,3-4年经验,本科
中级测试工程师,http://jobs.51job.com/shanghai-pdxq/91990978.html?s=01&t=0,上海翌擎智能科技有限公司,上海-浦东新区,0.8-1万/月,2年经验,大专
前端开发工程师,http://jobs.51job.com/guangzhou-thq/91990537.html?s=01&t=0,广州市天河区医和你门诊部,广州-天河区,6-8千/月,2年经验,本科
后台开发工程师,http://jobs.51job.com/shanghai-pdxq/91729419.html?s=01&t=0,上海长膳智能科技有限公司,上海-浦东新区,1.5-2.5万/月,3-4年经验,
ZTE中兴手机测试员（实习生）,http://jobs.51job.com/nanjing/91691906.html?s=01&t=0,深圳市英才企业管理有限公司,异地招聘,3-4万/年,,大专
深度学习算法工程师,http://jobs.51job.com/wuhan-hsq/90630792.html?s=01&t=0,睿视智觉（厦门）软件开发有限公司,武汉-洪山区,0.8-2.5万/月,1年经验,本科
助理程序员,http://jobs.51job.com/wuhan/90082482.html?s=01&t=0,大连伯骥企业管理有限公司,武汉,3-5千/月,1年经验,大专
测试工程师,http://jobs.51job.com/shanghai-pdxq/89554858.html?s=01&t=0,上海悠安致医疗科技有限公司,上海-浦东新区,1.5-2万/月,3-4年经验,本科
软件研发工程师,http://jobs.51job.com/shanghai-pdxq/89541849.html?s=01&t=0,上海量宇资产管理有限公司,上海-浦东新区,1-1.5万/月,1年经验,本科
"IOS JAVA,PHP工程师",http://jobs.51job.com/wuxi-bhq/89919560.html?s=01&t=0,江苏中达鸿运网络科技有限公司,无锡-滨湖区,0.8-1万/月,3-4年经验,本科
BI分析师助理/数据分析师助理,http://jobs.51job.com/shanghai/91984622.html?s=01&t=0,崇盈(上海)信息技术有限公司,上海,4.5-6千/月,,大专
大数据工程师,http://jobs.51job.com/chengdu-gxq/86089737.html?s=01&t=0,成都乐胜科技有限公司,成都-高新区,4.5-6千/月,,大专
自然语言处理工程师（初级）,http://jobs.51job.com/guangzhou-thq/83219108.html?s=01&t=0,广州安望信息科技有限公司,广州-天河区,12-30万/年,,本科
数据工程师,http://jobs.51job.com/shanghai-pdxq/91743445.html?s=01&t=0,上海盐商网络科技有限公司,上海-浦东新区,2-2.5万/月,3-4年经验,本科
数据分析员,http://jobs.51job.com/fuzhoue/91988288.html?s=01&t=0,抚州快乐时代科技发展有限公司,异地招聘,4-6千/月,,
自动化测试工程师,http://jobs.51job.com/shanghai/91987132.html?s=01&t=0,天坤国际控股集团股份有限公司,上海,1.2-2万/月,3-4年经验,
系统管理员,http://jobs.51job.com/shenzhen/91693606.html?s=01&t=0,广州齐治信息科技有限公司,异地招聘,6-8千/月,3-4年经验,本科
服务端主程,http://jobs.51job.com/guangzhou-thq/91981180.html?s=01&t=0,深圳大千世界网络科技有限公司,广州-天河区,1.8-3.2万/月,,大专
php工程师,http://jobs.51job.com/guangzhou-pyq/88794473.html?s=01&t=0,广州大娱信息科技有限公司,广州-番禺区,0.7-1.3万/月,,本科
DevOps工程师（开发运维）,http://jobs.51job.com/shanghai-pdxq/91983039.html?s=01&t=0,上海华兴数字科技有限公司,上海-浦东新区,1.3-2.5万/月,,本科
资深服务器程序,http://jobs.51job.com/shanghai-xhq/91382258.html?s=01&t=0,上海摩巴网络科技有限公司,上海-徐汇区,2-3万/月,3-4年经验,本科
动画TD,http://jobs.51job.com/shanghai-zbq/86757766.html?s=01&t=0,上海米家文化传播有限公司,上海-闸北区,0.6-1.5万/月,2年经验,大专
算法工程师,http://jobs.51job.com/beijing-hdq/71553025.html?s=01&t=0,阿依瓦（北京）技术有限公司,北京-海淀区,0.8-1.4万/月,1年经验,本科
运维开发工程师,http://jobs.51job.com/shenzhen-nsq/91987456.html?s=01&t=0,深圳市环球易购电子商务有限公司,深圳-南山区,1.2-2.4万/月,3-4年经验,本科
数据库工程师,http://jobs.51job.com/guangzhou-thq/91988779.html?s=01&t=0,广州鲁邦通物联网科技有限公司,广州-天河区,0.8-2万/月,,
游戏软件测试实习生包住,http://jobs.51job.com/shenzhen-lhxq/85195934.html?s=01&t=0,深圳市智联云谷科技有限公司,深圳-龙华新区,4-6千/月,,大专
Web前端开发工程师,http://jobs.51job.com/wuhan-wcq/89061628.html?s=01&t=0,湖北远成赛创科技有限公司,武汉-武昌区,4-7千/月,3-4年经验,大专
JAVA高级开发工程师,http://jobs.51job.com/jinan/83950365.html?s=01&t=0,山东美惑集团有限公司,济南,0.8-2万/月,3-4年经验,大专
高级软件工程师,http://jobs.51job.com/shenzhen-lhxq/89056360.html?s=01&t=0,东莞泰克威科技有限公司,深圳-龙华新区,1-1.5万/月,3-4年经验,本科
软件工程师,http://jobs.51job.com/ningbo-blq/91987762.html?s=01&t=0,宁波余交汽车零部件制造有限公司,宁波-北仑区,4.5-6千/月,,本科
国际事业部-营销策划专家-北京,http://jobs.51job.com/beijing/91976046.html?s=01&t=0,阿里巴巴集团,北京,,5-7年经验,本科
爬虫/数据工程师（应届生）,http://jobs.51job.com/shanghai-pdxq/85410459.html?s=01&t=0,上海混沌投资（集团）有限公司,上海-浦东新区,1-1.5万/月,1年经验,本科
Golang工程师,http://jobs.51job.com/suzhou-wjq/91984000.html?s=01&t=0,微弄堂（苏州）数字技术有限公司,苏州-吴江区,1.5-2.5万/月,,本科
服务器运维工程师,http://jobs.51job.com/shenzhen-baq/91982237.html?s=01&t=0,深圳前海赢金宝互联网投资有限公司,深圳-宝安区,1-1.5万/月,2年经验,本科
C++开发工程师 包住 双休,http://jobs.51job.com/wuhan-hsq/91979928.html?s=01&t=0,武汉微鑫时代科技有限责任公司,武汉-洪山区,0.8-1万/月,,
项目经理,http://jobs.51job.com/shanghai-bsq/91979562.html?s=01&t=0,上海商锦信息技术有限公司,上海-宝山区,0.7-2万/月,3-4年经验,本科
JAVA工程师,http://jobs.51job.com/xian-gxjs/91978457.html?s=01&t=0,西安数之元网络科技有限公司,西安-高新技术...,4-7千/月,3-4年经验,本科
算法工程师,http://jobs.51job.com/shanghai-pdxq/91976753.html?s=01&t=0,上海临港科技创业中心有限公司,上海-浦东新区,1-1.5万/月,,
游戏运维工程师,http://jobs.51job.com/guangzhou/91766126.html?s=01&t=0,广州风谷娱乐有限公司,广州,0.7-1万/月,,
软件工程师,http://jobs.51job.com/hangzhou/90674379.html?s=01&t=0,上海无妙信息科技有限公司,杭州,0.6-1万/月,1年经验,本科
高级NodeJS后端开发,http://jobs.51job.com/shanghai-pdxq/89517113.html?s=01&t=0,上海玉卓投资管理有限公司,上海-浦东新区,10-20万/月,2年经验,本科
Linux运维工程师,http://jobs.51job.com/shanghai/89162106.html?s=01&t=0,上海欧建通信科技有限公司,上海,0.8-1.2万/月,2年经验,本科
高级数据分析师,http://jobs.51job.com/beijing-hdq/92004727.html?s=01&t=0,去哪儿网酒店云事业部,北京-海淀区,1.5-2万/月,3-4年经验,本科
Linux运维工程师,http://jobs.51job.com/changsha-ylq/88023712.html?s=01&t=0,长沙微孵化网络科技有限公司,长沙-岳麓区,6-8千/月,,大专
大数据爬虫工程师,http://jobs.51job.com/shanghai-ypq/85654634.html?s=01&t=0,上海众调信息科技有限公司,上海-杨浦区,0.8-1.5万/月,,
Linux系统运维工程师,http://jobs.51job.com/shanghai-pdxq/82114919.html?s=01&t=0,上海浪潮工贸有限公司,上海-浦东新区,0.7-1.5万/月,,大专
大数据工程师,http://jobs.51job.com/nanjing/90889621.html?s=01&t=0,南京安贤信息科技有限公司,南京,1.5-2万/月,3-4年经验,本科
数据库工程师（长沙）,http://jobs.51job.com/changsha/91801510.html?s=01&t=0,南京唯实科技有限公司,长沙,0.8-1.5万/月,1年经验,本科
数据分析师,http://jobs.51job.com/shanghai-pdxq/91125510.html?s=01&t=0,固金所金融服务（深圳）有限公司,上海-浦东新区,1-1.5万/月,3-4年经验,本科
Java架构师,http://jobs.51job.com/zhuhai/88029212.html?s=01&t=0,广东建采网科技有限公司,珠海,0.8-1.5万/月,5-7年经验,本科
嵌入式linux c/c++ 开发工程师,http://jobs.51job.com/shenyang-dlhnq/92004433.html?s=01&t=0,沈阳开普医疗影像技术有限公司,沈阳-东陵区（...,0.8-1万/月,,
算法工程师(实习可留用）,http://jobs.51job.com/shanghai-mhq/91404086.html?s=01&t=0,上海爱数信息技术股份有限公司,上海-闵行区,1-1.5万/月,无工作经验,硕士
Linux开发工程师,http://jobs.51job.com/jinan-lxq/88799572.html?s=01&t=0,九弘浩智科技（北京）有限公司,济南-历下区,4-8千/月,,大专
游戏测试工程师,http://jobs.51job.com/guangzhou-thq/91291150.html?s=01&t=0,上海逐游科技有限公司,广州-天河区,1-1.5万/月,3-4年经验,大专
资深运维工程师,http://jobs.51job.com/shanghai-cnq/91073832.html?s=01&t=0,NeuLion中国,上海-长宁区,2-3万/月,5-7年经验,本科
数据挖掘工程师,http://jobs.51job.com/qingdao-snq/86477826.html?s=01&t=0,青岛禧泰房地产数据有限公司,青岛-市南区,3.5-8千/月,,硕士
PHP程序员,http://jobs.51job.com/changsha-txq/91133080.html?s=01&t=0,湖南省憨豆农林科技有限公司,长沙-天心区,6-8千/月,,大专
测试工程师B,http://jobs.51job.com/shanghai-pdxq/75476712.html?s=01&t=0,上海华岭集成电路技术股份有限公司,上海-浦东新区,0.8-1万/月,2年经验,本科
高级运维工程师,http://jobs.51job.com/jinan/76569443.html?s=01&t=0,北京通安信息技术有限公司,济南,6-8千/月,,
服务器后端开发高级工程师,http://jobs.51job.com/shenzhen-nsq/90418624.html?s=01&t=0,深圳市威视达康科技有限公司,深圳-南山区,1-1.5万/月,,
系统运维工程师,http://jobs.51job.com/beijing/88390910.html?s=01&t=0,北京首航财务管理顾问有限公司,北京,0.6-1.2万/月,3-4年经验,大专
软件开发工程师,http://jobs.51job.com/hangzhou/89579454.html?s=01&t=0,杭州瑞网广通信息技术有限公司,杭州,2-2.5万/月,,本科
Cloud Information System Engineer,http://jobs.51job.com/shanghai/88529204.html?s=01&t=0,讴鹏信息科技（上海）有限公司,上海,1-1.5万/月,3-4年经验,本科
高级JAVA工程师,http://jobs.51job.com/beijing-cyq/90603772.html?s=01&t=0,北京帮一把网络科技有限公司,北京-朝阳区,1-2.5万/月,,本科
Java工程师（数据分析）,http://jobs.51job.com/shanghai-pdxq/91802728.html?s=01&t=0,360金融,上海-浦东新区,1.5-2.5万/月,3-4年经验,本科
高级前端开发工程师,http://jobs.51job.com/nanjing-xwq/92002902.html?s=01&t=0,福中集团有限公司,南京-玄武区,1-1.5万/月,3-4年经验,本科
运维工程师/系统工程师,http://jobs.51job.com/changsha-ylq/87550858.html?s=01&t=0,长沙八骏信息科技有限公司,长沙-岳麓区,0.5-1万/月,3-4年经验,本科
运维工程师,http://jobs.51job.com/jinhua/92003457.html?s=01&t=0,浙江极享信息科技有限公司,金华,0.4-1万/月,,大专
零基础实训java软件开发实习生应届生,http://jobs.51job.com/chengdu-gxq/92003499.html?s=01&t=0,广州东软睿道教育咨询有限公司,成都-高新区,3-4.5千/月,,大专
OMG064-广告后台开发工程师（上海）,http://jobs.51job.com/shanghai/91976958.html?s=01&t=0,深圳市腾讯计算机系统有限公司,上海,,3-4年经验,本科
VRED渲染工程师,http://jobs.51job.com/shanghai-jdq/87662304.html?s=01&t=0,上海尚勤信息技术有限公司,上海-嘉定区,1.5-2万/月,1年经验,本科
特效合成师,http://jobs.51job.com/hangzhou-yhq/66607253.html?s=01&t=0,杭州点构数字科技有限公司,杭州-余杭区,0.6-1万/月,2年经验,本科
高级软件测试工程师,http://jobs.51job.com/shenzhen-lgq/85911918.html?s=01&t=0,南京思美软件系统有限公司,深圳-龙岗区,1.3-1.8万/月,,
服务器开发工程师,http://jobs.51job.com/chengdu-gxq/83268929.html?s=01&t=0,成都理想境界科技有限公司,成都-高新区,15-20万/年,,
运维工程师,http://jobs.51job.com/shenzhen/89216664.html?s=01&t=0,北京盛世全景科技股份有限公司,深圳,0.7-1.5万/月,1年经验,本科
高级c++系统研发工程师,http://jobs.51job.com/shanghai/44920155.html?s=01&t=0,通维数码科技（上海）有限公司,上海,1.5-2.5万/月,3-4年经验,本科
运维工程师,http://jobs.51job.com/shanghai/83389332.html?s=01&t=0,上海鸥新软件有限公司,上海,0.6-1.2万/月,3-4年经验,
运维经理,http://jobs.51job.com/nanjing/91946159.html?s=01&t=0,南京智鹤电子科技有限公司,南京,0.8-1.2万/月,,
游戏后端中级工程师,http://jobs.51job.com/guangzhou/91685650.html?s=01&t=0,广州爱点信息科技有限公司,广州,0.8-1.5万/月,2年经验,本科
后端开发工程师,http://jobs.51job.com/chongqing-jlpq/90257523.html?s=01&t=0,重庆铂肯智能科技有限公司,重庆-九龙坡区,0.3-1.5万/月,2年经验,大专
嵌入式软件开发,http://jobs.51job.com/beijing-cpq/80603640.html?s=01&t=0,北京智行者科技有限公司,北京-昌平区,1-1.5万/月,2年经验,本科
运维支持工程师,http://jobs.51job.com/changsha/74846281.html?s=01&t=0,湖南蚁坊软件股份有限公司,长沙,4-6千/月,2年经验,大专
高级系统运维工程师,http://jobs.51job.com/shenzhen-nsq/88676608.html?s=01&t=0,深圳市恒朋科技开发有限公司,深圳-南山区,0.8-1.2万/月,5-7年经验,本科
数据建模工程师,http://jobs.51job.com/shanghai-xhq/92000675.html?s=01&t=0,南京琅迪思信息技术有限公司,上海-徐汇区,1-1.5万/月,,本科
高级安全工程师,http://jobs.51job.com/shenzhen/91689876.html?s=01&t=0,深圳市探娱互动科学文化有限公司,深圳,1.5-3万/月,3-4年经验,本科
自动化运维工程师,http://jobs.51job.com/shenzhen/91434319.html?s=01&t=0,深圳市森鑫源实业发展有限公司,深圳,6-8千/月,2年经验,大专
系统应用工程师,http://jobs.51job.com/shanghai-mhq/75636125.html?s=01&t=0,上海佑创信息工程有限公司,上海-闵行区,0.8-1.5万/月,,本科
数据应用开发工程师,http://jobs.51job.com/shanghai-ptq/90035413.html?s=01&t=0,上海致维网络科技有限公司,上海-普陀区,0.8-1.2万/月,1年经验,本科
分布式块存储系统/分布式文件系统开发工程师,http://jobs.51job.com/beijing-hdq/87001245.html?s=01&t=0,北京初志科技有限公司,北京-海淀区,1-1.5万/月,3-4年经验,大专
Unity3d高级工程师（武汉分公司）,http://jobs.51job.com/wuhan/91793714.html?s=01&t=0,深圳市百城互娱网络科技有限公司,异地招聘,2-3万/月,3-4年经验,
技术经理（AI及大数据）,http://jobs.51job.com/hangzhou-xhq/92008000.html?s=01&t=0,浙江省国贸供应链服务有限公司,杭州-西湖区,2-2.5万/月,3-4年经验,硕士
中级JAVA,http://jobs.51job.com/guangzhou-yxq/77201377.html?s=01&t=0,广州健迅科技有限公司,广州-越秀区,0.6-1.5万/月,,
数据库管理员,http://jobs.51job.com/guangzhou/84851443.html?s=01&t=0,三得盈佳互联网信息服务有限公司,广州,1.2-2万/月,,
中高级JAVA工程师,http://jobs.51job.com/guangzhou-thq/89371267.html?s=01&t=0,尚德机构,广州-天河区,1.5-3万/月,3-4年经验,本科
PHP 开发工程师,http://jobs.51job.com/guangzhou-thq/84927678.html?s=01&t=0,广州叶游信息技术有限公司,广州-天河区,1-1.2万/月,3-4年经验,大专
自动化设备（工业机器人）控制软件工程师,http://jobs.51job.com/shanghai-pdxq/76036431.html?s=01&t=0,上海新创达智能科技有限公司,上海-浦东新区,0.8-4万/月,2年经验,本科
运维工程师,http://jobs.51job.com/shenzhen-ftq/91904079.html?s=01&t=0,深圳市小牛普惠投资管理有限公司,深圳-福田区,1.2-2万/月,5-7年经验,大专
高级后端开发工程师,http://jobs.51job.com/shanghai-pdxq/89388779.html?s=01&t=0,奥浦诺管理咨询（上海）有限公司,上海-浦东新区,15-20万/年,3-4年经验,本科
软件测试工程师,http://jobs.51job.com/chengdu/86256624.html?s=01&t=0,苏州达联信息科技有限公司,成都,0.6-1万/月,2年经验,本科
软件测试工程师,http://jobs.51job.com/shanghai-cnq/90033069.html?s=01&t=0,上海小卓软件有限公司,上海-长宁区,5-8千/月,2年经验,大专
测试工程师,http://jobs.51job.com/shanghai-zbq/36518942.html?s=01&t=0,上海华浪计算机科技有限公司,上海-闸北区,6-8千/月,2年经验,本科
数据挖掘工程师,http://jobs.51job.com/beijing-hdq/89664009.html?s=01&t=0,上海欣方智能系统有限公司,北京-海淀区,1.2-2.4万/月,,
软件测试工程师,http://jobs.51job.com/changsha/54762043.html?s=01&t=0,国防科技大学电子科学与工程学院卫星导航定位技术工程研究中心,长沙,4.5-6千/月,2年经验,本科
自然语言处理 S17Y180916501J14059,http://jobs.51job.com/beijing-dxq/92006925.html?s=01&t=0,京东方科技集团股份有限公司,北京-大兴区,1.5-2万/月,,
数据分析专员,http://jobs.51job.com/shanghai-pdxq/92007312.html?s=01&t=0,上海上有资产管理有限公司,上海-浦东新区,6-8千/月,2年经验,本科
机器视觉工程师,http://jobs.51job.com/shenzhen-nsq/92006776.html?s=01&t=0,深圳邦马特科技有限公司,深圳-南山区,1-2万/月,3-4年经验,本科
FOF研究员,http://jobs.51job.com/shenzhen-nsq/92006489.html?s=01&t=0,互联智道投资管理（深圳）有限公司,深圳-南山区,1-1.8万/月,2年经验,硕士
系统维护/技术支持,http://jobs.51job.com/shanghai-pdxq/91637713.html?s=01&t=0,上海古木投资管理有限公司,上海-浦东新区,0.8-1万/月,,本科
MySQL DBA,http://jobs.51job.com/shenzhen-lhq/88789099.html?s=01&t=0,深圳市云才网络信息技术有限公司,深圳-罗湖区,30-50万/年,3-4年经验,本科
产品、竞品数据分析师,http://jobs.51job.com/wuhan/90080784.html?s=01&t=0,武汉斗鱼网络科技有限公司,武汉,0.8-1.5万/月,,
算法工程师,http://jobs.51job.com/beijing-cyq/83786405.html?s=01&t=0,北京雅森科技发展有限公司,北京-朝阳区,1-3万/月,,硕士
安全测试工程师,http://jobs.51job.com/shenzhen-lgq/82036251.html?s=01&t=0,广州华微明天软件技术有限公司,深圳-龙岗区,0.8-1万/月,2年经验,本科
测试工程师,http://jobs.51job.com/shenzhen-nsq/88295630.html?s=01&t=0,深圳前海富甲金融信息服务有限公司,深圳-南山区,0.9-1.8万/月,3-4年经验,本科
软件开发工程师(后端),http://jobs.51job.com/shanghai-bsq/79111878.html?s=01&t=0,上海复控华龙微系统技术有限公司,上海-宝山区,15-35万/年,2年经验,本科
数据应用岗,http://paic.51job.com/sc/show_job_detail.php?jobid=90700290,中国平安财产保险股份有限公司,上海,0.8-1.5万/月,,
Android驱动开发工程师,http://jobs.51job.com/suzhou/91052732.html?s=01&t=0,思迹信息技术(苏州)有限公司,苏州,1-2万/月,,本科
PHP开发工程师,http://jobs.51job.com/beijing-cyq/91570344.html?s=01&t=0,医加壹健康科技（北京）有限公司,北京-朝阳区,1.5-2万/月,2年经验,本科
资深机器学习工程师,http://jobs.51job.com/shanghai-mhq/91872026.html?s=01&t=0,上海优雅广告有限公司,上海-闵行区,2.5-5万/月,1年经验,本科
开发总监/经理,http://jobs.51job.com/shanghai-ypq/91959718.html?s=01&t=0,润申信息科技（上海）有限公司,上海-杨浦区,1.8-2.5万/月,10年以上经验,本科
APP工程师（安卓android、ios）,http://jobs.51job.com/jiaxing/84389630.html?s=01&t=0,盖珀信息科技（上海）有限公司,嘉兴,0.8-1.2万/月,2年经验,中专
资深服务器C++开发工程师,http://jobs.51job.com/shanghai-pdxq/92005585.html?s=01&t=0,上海刃游网络科技有限公司,上海-浦东新区,2-2.5万/月,1年经验,
资深系统开发工程师,http://jobs.51job.com/hangzhou-xhq/67234303.html?s=01&t=0,杭州嘉洁网络科技有限公司,杭州-西湖区,2-3万/月,3-4年经验,本科
C#开发工程师,http://jobs.51job.com/beijing-dxq/91787196.html?s=01&t=0,北京悦琦医疗科技有限公司,北京-大兴区,0.7-1.3万/月,无工作经验,本科
软件测试工程师,http://jobs.51job.com/suzhou-gxq/86255550.html?s=01&t=0,苏州达联信息科技有限公司,异地招聘,0.6-1万/月,1年经验,本科
AI工程师,http://tusholdings.51job.com/sc/show_job_detail.php?jobid=92005097#job,启迪科技服务有限公司,北京-海淀区,2-3万/月,,
ETL讲师,http://jobs.51job.com/qingdao/89432678.html?s=01&t=0,青岛莱牛教育有限公司,异地招聘,1.5-2万/月,3-4年经验,大专
数据仓库工程师-中级,http://jobs.51job.com/chengdu-gxq/89229512.html?s=01&t=0,四川能信科技股份有限公司,成都-高新区,0.8-1.5万/月,3-4年经验,大专
大数据工程师,http://jobs.51job.com/shanghai-mhq/87197891.html?s=01&t=0,上海元卓信息科技有限公司,上海-闵行区,1.5-2万/月,2年经验,本科
Node.js 开发工程师（全栈工程师）,http://jobs.51job.com/guangzhou/83505488.html?s=01&t=0,EF英孚教育,广州,6-9千/月,2年经验,大专
高级软件工程师（C#开发）,http://jobs.51job.com/shanghai/49482089.html?s=01&t=0,上海博笃软件有限公司,上海,1-1.5万/月,3-4年经验,大专
应用软件网站开发工程师,http://jobs.51job.com/shanghai-mhq/91767445.html?s=01&t=0,丰郅（上海）新能源科技有限公司,上海-闵行区,0.8-1.6万/月,,
Egret实训讲师,http://jobs.51job.com/beijing/90626680.html?s=01&t=0,北京楚枫网络科技有限公司,北京,2-2.5万/月,3-4年经验,本科
软件工程师Software engineer,http://jobs.51job.com/shanghai-pdxq/69326269.html?s=01&t=0,音赛科技（上海）有限公司,上海-浦东新区,0.8-1.5万/月,1年经验,本科
大数据数据分析师,http://jobs.51job.com/shanghai-pdxq/83004885.html?s=01&t=0,上海帜讯信息技术股份有限公司,上海-浦东新区,1.6-2.4万/月,8-9年经验,本科
数据开发工程师,http://jobs.51job.com/zhongshan/89712412.html?s=01&t=0,中山市天农拓泰科技服务有限公司,中山,1-1.5万/月,5-7年经验,大专
软件测试工程师,http://jobs.51job.com/xian-gxjs/91268992.html?s=01&t=0,威发（西安）软件有限公司,西安-高新技术...,5-9千/月,2年经验,本科
